Generated from IonStartLocationSteering.iob
Collector,Deflector,Efficiency,mean distance off axis
-489.89898989899, 111.11111111111, 0.15, 0.49384232887923
-489.89898989899, 121.21212121212, 0.05, 0.37251957846911
-489.89898989899, 131.31313131313, 0.1, 0.46442240854788
-489.89898989899, 141.41414141414, 0.11, 0.5088544814195
-489.89898989899, 151.51515151515, 0.07, 0.4385933583474
-489.89898989899, 161.61616161616, 0.07, 0.47725089580285
-489.89898989899, 171.71717171717, 0.1, 0.58045830910984
-489.89898989899, 181.81818181818, 0.12, 0.51872227213674
-489.89898989899, 191.91919191919, 0.07, 0.53505116305106
-489.89898989899, 202.0202020202, 0.06, 0.33088853858203
-489.89898989899, 212.12121212121, 0.07, 0.59848721785723
-489.89898989899, 222.22222222222, 0.08, 0.58025295767435
-489.89898989899, 232.32323232323, 0.09, 0.541357310472
-489.89898989899, 242.42424242424, 0.09, 0.54948459815343
-489.89898989899, 252.52525252525, 0.09, 0.55487487624236
-489.89898989899, 262.62626262626, 0.08, 0.62867576969845
-489.89898989899, 272.72727272727, 0.11, 0.51725032292414
-489.89898989899, 282.82828282828, 0.11, 0.44929069640346
-489.89898989899, 292.92929292929, 0.06, 0.45688035150237
-489.89898989899, 303.0303030303, 0.07, 0.53412125728748
-489.89898989899, 313.13131313131, 0.03, 0.60352932739895
-489.89898989899, 323.23232323232, 0.14, 0.52538119401673
-489.89898989899, 333.33333333333, 0.07, 0.61834756375561
-489.89898989899, 343.43434343434, 0.14, 0.64446673017932
-489.89898989899, 353.53535353535, 0.06, 0.5541318230387
-489.89898989899, 363.63636363636, 0.06, 0.56583338536757
-489.89898989899, 373.73737373737, 0.12, 0.52332077009924
-489.89898989899, 383.83838383838, 0.08, 0.47258174141905
-489.89898989899, 393.93939393939, 0.08, 0.52829889720089
-489.89898989899, 404.0404040404, 0.08, 0.59381173223367
-489.89898989899, 414.14141414141, 0.11, 0.49322531010544
-489.89898989899, 424.24242424242, 0.07, 0.64295044644124
-489.89898989899, 434.34343434343, 0.09, 0.48043976286725
-489.89898989899, 444.44444444444, 0.07, 0.61432511828099
-489.89898989899, 454.54545454545, 0.11, 0.59346169716101
-489.89898989899, 464.64646464646, 0.06, 0.65871701981625
-489.89898989899, 474.74747474747, 0.11, 0.54780219829272
-489.89898989899, 484.84848484848, 0.08, 0.69032958168257
-489.89898989899, 494.94949494949, 0.09, 0.57734116952554
-489.89898989899, 505.05050505051, 0.1, 0.68087687062932
-489.89898989899, 515.15151515152, 0.03, 0.67666120314956
-489.89898989899, 525.25252525253, 0.03, 0.5022484906826
-489.89898989899, 535.35353535354, 0.07, 0.51737460759552
-489.89898989899, 545.45454545455, 0.06, 0.44216689981279
-489.89898989899, 555.55555555556, 0.06, 0.49121119700867
-489.89898989899, 565.65656565657, 0.04, 0.43124424208422
-489.89898989899, 575.75757575758, 0.13, 0.47603532879544
-489.89898989899, 585.85858585859, 0.09, 0.42486075702283
-489.89898989899, 595.9595959596, 0.08, 0.62826177117478
-489.89898989899, 606.06060606061, 0.08, 0.62137048451668
-489.89898989899, 616.16161616162, 0.1, 0.48770791272341
-489.89898989899, 626.26262626263, 0.09, 0.64915365088364
-489.89898989899, 636.36363636364, 0.08, 0.47028012862084
-489.89898989899, 646.46464646465, 0.09, 0.46006019004796
-489.89898989899, 656.56565656566, 0.05, 0.66461129916191
-489.89898989899, 666.66666666667, 0.04, 0.64965814965199
-489.89898989899, 676.76767676768, 0.1, 0.62237932018036
-489.89898989899, 686.86868686869, 0.08, 0.70287783152453
-489.89898989899, 696.9696969697, 0.05, 0.5321407896702
-489.89898989899, 707.07070707071, 0.07, 0.49466592767722
-489.89898989899, 717.17171717172, 0.07, 0.5103743158139
-489.89898989899, 727.27272727273, 0.13, 0.57820209532056
-489.89898989899, 737.37373737374, 0.07, 0.61164090739918
-489.89898989899, 747.47474747475, 0.06, 0.64339497339145
-489.89898989899, 757.57575757576, 0.08, 0.57643031282978
-489.89898989899, 767.67676767677, 0.03, 0.32743882515722
-489.89898989899, 777.77777777778, 0.08, 0.59159757001439
-489.89898989899, 787.87878787879, 0.06, 0.41224101027636
-489.89898989899, 797.9797979798, 0.07, 0.50338762733023
-489.89898989899, 808.08080808081, 0.06, 0.68093557325423
-489.89898989899, 818.18181818182, 0.11, 0.60069754421621
-489.89898989899, 828.28282828283, 0.12, 0.56967413581398
-489.89898989899, 838.38383838384, 0.08, 0.54041653250952
-489.89898989899, 848.48484848485, 0.1, 0.63757058428693
-489.89898989899, 858.58585858586, 0.07, 0.57261028217552
-489.89898989899, 868.68686868687, 0.05, 0.67116215135886
-489.89898989899, 878.78787878788, 0.07, 0.63961308781749
-489.89898989899, 888.88888888889, 0.08, 0.59375227976476
-489.89898989899, 898.9898989899, 0.06, 0.64874380561845
-489.89898989899, 909.09090909091, 0.1, 0.62535871908809
-489.89898989899, 919.19191919192, 0.12, 0.52573509917961
-489.89898989899, 929.29292929293, 0.11, 0.55082396763145
-489.89898989899, 939.39393939394, 0.08, 0.47814894095947
-489.89898989899, 949.49494949495, 0.09, 0.5549037712294
-489.89898989899, 959.59595959596, 0.1, 0.64639869085186
-489.89898989899, 969.69696969697, 0.09, 0.62426365592738
-489.89898989899, 979.79797979798, 0.07, 0.51486460751456
-489.89898989899, 989.89898989899, 0.09, 0.47187651182565
-489.89898989899, 1000, 0.04, 0.41339128465951
-479.79797979798, 0, 0.08, 0.60562774552529
-479.79797979798, 10.10101010101, 0.07, 0.43852503345927
-479.79797979798, 20.20202020202, 0.03, 0.42402156320358
-479.79797979798, 30.30303030303, 0.14, 0.528390407603
-479.79797979798, 40.40404040404, 0.06, 0.56724447745861
-479.79797979798, 50.505050505051, 0.05, 0.56183814766136
-479.79797979798, 60.606060606061, 0.05, 0.47571923633564
-479.79797979798, 70.707070707071, 0.06, 0.46871335179809
-479.79797979798, 80.808080808081, 0.1, 0.41708365870572
-479.79797979798, 90.909090909091, 0.07, 0.50262673819079
-479.79797979798, 101.0101010101, 0.09, 0.50077276381649
-479.79797979798, 111.11111111111, 0.1, 0.55640793632524
-479.79797979798, 121.21212121212, 0.08, 0.40899009025062
-479.79797979798, 131.31313131313, 0.04, 0.65865809978462
-479.79797979798, 141.41414141414, 0.08, 0.51731145631784
-479.79797979798, 151.51515151515, 0.15, 0.55653784344114
-479.79797979798, 161.61616161616, 0.06, 0.5325062308563
-479.79797979798, 171.71717171717, 0.09, 0.63587513199087
-479.79797979798, 181.81818181818, 0.09, 0.65945286990979
-479.79797979798, 191.91919191919, 0.06, 0.60513362038814
-479.79797979798, 202.0202020202, 0.04, 0.46830061449646
-479.79797979798, 212.12121212121, 0.06, 0.61903873517003
-479.79797979798, 222.22222222222, 0.07, 0.56594324354675
-479.79797979798, 232.32323232323, 0.14, 0.45379210316735
-479.79797979798, 242.42424242424, 0.08, 0.52215183636967
-479.79797979798, 252.52525252525, 0.16, 0.47046021484449
-479.79797979798, 262.62626262626, 0.13, 0.60648197304288
-479.79797979798, 272.72727272727, 0.11, 0.4946371780434
-479.79797979798, 282.82828282828, 0.12, 0.57401437800106
-479.79797979798, 292.92929292929, 0.07, 0.51510446278417
-479.79797979798, 303.0303030303, 0.05, 0.60581827415274
-479.79797979798, 313.13131313131, 0.09, 0.59881052713222
-479.79797979798, 323.23232323232, 0.11, 0.58650656286754
-479.79797979798, 333.33333333333, 0.03, 0.79178893859766
-479.79797979798, 343.43434343434, 0.07, 0.48216922854198
-479.79797979798, 353.53535353535, 0.09, 0.59659975354153
-479.79797979798, 363.63636363636, 0.08, 0.50374826280097
-479.79797979798, 373.73737373737, 0.07, 0.5997810931243
-479.79797979798, 383.83838383838, 0.09, 0.57273721783203
-479.79797979798, 393.93939393939, 0.1, 0.46895948329276
